0,2017-04-09 17:20:09,10323,33.79
1,2018-08-04 22:47:48,10081,32.82
2,2017-07-25 18:44:21,10203,54.88
3,2018-05-28 01:47:21,10376,56.67
4,2016-01-23 12:25:38,10482,48.82
5,2018-11-18 18:23:46,10444,34.13
6,2019-06-18 16:15:03,10126,9.81
7,2016-12-06 16:34:58,10218,42.69
8,2016-11-20 03:52:27,10168,0.94
9,2018-07-14 05:55:31,10316,24.97
10,2017-08-11 05:02:17,10463,23.89
11,2019-01-06 08:50:16,10022,21.28
12,2018-05-09 15:34:31,10199,52.17
13,2016-01-14 02:44:34,10297,42.81
14,2016-09-19 23:52:47,10451,13.45
15,2016-02-14 19:52:51,10422,35.97
16,2018-06-11 15:11:27,10450,34.14
17,2017-04-19 15:05:23,10487,23.04
18,2019-08-16 09:05:00,10051,39.62
19,2016-03-12 14:14:28,10061,22.0
20,2017-03-28 01:15:53,10426,40.05
21,2017-12-12 19:45:31,10352,23.54
22,2018-08-07 13:39:31,10146,49.08
23,2019-05-19 07:34:19,10276,54.56
24,2017-01-17 01:38:04,10303,10.88
25,2019-07-09 19:19:20,10227,-7.3
26,2020-01-20 21:17:19,10279,31.78
27,2018-03-15 22:31:52,10403,81.94
28,2017-07-18 09:39:16,10341,12.71
29,2017-12-07 15:06:44,10078,36.55
30,2019-01-06 17:46:47,10258,6.72
31,2018-12-20 06:51:31,10167,34.98
32,2016-03-09 13:14:18,10449,60.33
33,2016-02-11 07:37:22,10088,30.11
34,2019-01-01 15:19:40,10313,39.77
35,2018-03-29 01:28:52,10458,26.47
36,2019-11-15 01:19:36,10015,52.77
37,2016-05-10 21:57:35,10411,34.75
38,2017-03-28 18:13:19,10450,47.93
39,2018-04-17 16:02:55,10036,41.03
40,2016-12-30 02:07:22,10255,19.6
41,2016-02-17 06:05:45,10237,24.08
42,2018-01-04 08:30:57,10335,-18.6
43,2016-07-31 00:37:35,10280,44.08
44,2016-09-10 16:33:47,10319,21.11
45,2018-02-14 18:55:49,10450,45.63
46,2018-09-01 06:10:39,10029,28.19
47,2017-03-31 21:59:01,10198,30.81
48,2018-08-12 20:50:19,10471,58.43
49,2019-07-21 23:56:42,10330,26.23
50,2019-06-19 21:38:48,10157,6.73
51,2016-02-16 23:35:06,10283,-5.88
52,2017-02-07 23:07:00,10270,38.93
53,2019-12-24 11:15:39,10428,-32.97
54,2017-04-24 11:10:30,10288,11.92
55,2017-01-31 14:51:28,10018,35.55
56,2019-04-06 18:31:10,10014,21.9
57,2017-11-18 06:16:23,10290,50.83
58,2016-03-09 03:53:34,10197,75.53
59,2018-09-19 00:16:45,10381,38.53
60,2016-07-22 01:00:14,10471,0.49
61,2019-07-04 05:31:18,10459,32.74
62,2017-02-17 10:43:44,10184,16.27
63,2018-05-20 05:40:22,10109,22.87
64,2016-06-16 16:08:14,10336,52.66
65,2016-06-17 02:28:22,10253,36.0
66,2016-08-07 23:07:59,10032,40.73
67,2019-03-25 07:55:46,10451,39.22
68,2018-01-30 13:36:48,10001,23.71
69,2016-03-14 22:17:35,10120,38.82
70,2016-09-04 07:34:58,10179,42.57
71,2016-02-25 01:19:48,10478,17.12
72,2018-05-03 05:25:15,10127,19.15
73,2019-01-28 10:41:55,10230,3.88
74,2019-12-20 16:54:59,10093,27.39
75,2019-09-08 01:25:33,10298,2.46
76,2016-12-08 07:40:39,10390,6.3
77,2018-05-16 14:10:21,10346,75.47
78,2018-12-10 22:01:32,10266,32.61
79,2016-07-14 01:07:22,10417,64.77
80,2016-04-03 05:03:10,10214,64.92
81,2017-02-14 09:10:58,10257,26.14
82,2017-01-04 19:13:59,10394,29.03
83,2018-07-02 21:09:21,10177,13.43
84,2016-08-31 00:19:23,10186,24.57
85,2018-11-04 18:01:21,10382,3.96
86,2018-06-23 08:09:43,10098,7.86
87,2019-12-07 20:37:02,10234,42.03
88,2016-03-23 16:51:50,10151,43.94
89,2016-05-13 18:00:34,10105,43.18
90,2017-01-09 08:21:15,10022,25.87
91,2016-08-28 10:07:33,10331,8.3
92,2018-06-15 13:52:16,10332,10.85
93,2018-12-07 01:14:53,10004,24.87
94,2018-01-04 01:27:49,10021,44.72
95,2016-07-03 21:12:53,10490,41.58
96,2017-06-03 18:57:48,10152,3.18
97,2016-07-20 12:22:40,10137,22.28
98,2016-03-26 19:33:57,10296,13.12
99,2018-08-21 16:47:33,10362,36.94
100,2017-07-17 07:19:19,10291,66.52
101,2020-01-17 23:34:15,10393,-9.22
102,2016-12-03 21:55:26,10451,33.46
103,2018-05-04 17:13:19,10018,16.58
104,2019-08-06 20:39:33,10096,15.97
105,2017-04-17 10:53:37,10352,25.53
106,2016-08-31 21:33:01,10238,-15.53
107,2018-03-06 01:22:57,10408,2.09
108,2019-04-18 09:31:38,10045,1.57
109,2018-03-07 22:28:41,10287,37.6
110,2019-09-25 16:31:35,10157,15.81
111,2018-09-01 10:54:02,10371,74.85
112,2019-09-20 13:34:57,10221,56.32
113,2019-10-14 20:36:38,10117,33.54
114,2018-12-10 02:52:22,10116,37.8
115,2018-08-07 22:03:24,10126,40.29
116,2018-08-24 22:22:07,10383,35.18
117,2019-08-21 23:57:53,10190,10.25
118,2018-10-27 08:13:43,10253,64.43
119,2018-05-22 21:36:24,10185,10.52
120,2018-01-30 02:12:23,10388,31.2
121,2018-12-12 09:27:16,10080,0.24
122,2016-10-12 07:31:46,10409,55.02
123,2017-11-20 08:12:18,10296,44.37
124,2018-01-31 21:04:11,10079,60.58
125,2018-01-02 06:25:44,10083,-10.57
126,2016-02-07 17:30:19,10377,-10.92
127,2017-06-03 07:43:37,10415,34.12
128,2017-07-07 07:03:11,10227,32.72
129,2018-05-20 06:34:53,10222,62.56
130,2019-12-20 12:09:33,10124,-12.75
131,2019-05-03 18:11:58,10145,32.43
132,2017-08-31 14:41:10,10376,68.83
133,2019-01-01 12:54:53,10241,56.61
134,2019-06-25 15:39:47,10144,43.93
135,2019-09-03 12:00:11,10441,33.58
136,2018-05-09 15:59:15,10143,14.16
137,2018-03-09 13:36:56,10450,47.94
138,2017-05-06 08:11:37,10216,14.76
139,2018-02-16 00:43:15,10338,-5.45
140,2019-02-10 00:22:44,10129,34.73
141,2019-10-15 00:28:21,10028,-8.21
142,2017-07-15 02:35:09,10424,18.01
143,2019-04-05 17:39:24,10141,15.99
144,2018-06-10 16:59:49,10232,16.48
145,2017-12-17 06:08:16,10462,21.45
146,2018-12-27 13:48:55,10203,1.13
147,2018-02-20 22:31:09,10420,28.94
148,2016-07-03 21:57:06,10238,71.21
149,2018-01-21 12:22:53,10426,38.7
150,2017-05-07 03:49:58,10187,-0.69
151,2017-03-02 04:10:56,10457,9.86
152,2016-04-30 03:58:56,10057,7.68
153,2019-01-11 20:19:13,10316,26.88
154,2016-10-08 19:04:52,10300,-3.89
155,2018-03-26 22:14:36,10440,51.64
156,2018-12-09 23:56:29,10110,57.61
157,2016-02-10 04:16:11,10050,35.48
158,2019-09-26 18:36:59,10124,26.34
159,2016-06-11 22:29:29,10354,24.05
160,2020-01-26 07:02:18,10409,34.56
161,2017-08-08 11:05:27,10128,48.42
162,2016-11-21 15:27:11,10125,48.88
163,2016-09-21 07:53:19,10150,22.31
164,2019-05-17 05:57:52,10374,16.67
165,2019-01-10 06:33:00,10356,24.3
166,2018-09-12 06:45:24,10383,16.6
167,2017-01-26 13:41:50,10303,45.68
168,2017-03-20 13:13:07,10421,-3.06
169,2017-11-04 12:17:28,10146,77.13
170,2018-03-16 03:59:24,10476,1.51
171,2018-11-10 00:57:51,10327,25.37
172,2017-06-04 22:31:49,10317,43.78
173,2019-03-17 15:23:21,10396,22.66
174,2018-12-03 17:54:58,10073,38.48
175,2016-02-20 04:14:50,10111,33.4
176,2019-03-17 10:25:08,10398,13.94
177,2017-03-11 11:21:43,10336,18.85
178,2017-02-10 08:33:43,10330,23.57
179,2016-10-14 19:07:12,10028,10.65
180,2018-05-25 00:02:22,10411,32.8
181,2018-03-27 08:22:59,10355,33.68
182,2016-12-24 03:25:18,10252,14.65
183,2018-01-30 20:30:45,10220,6.56
184,2018-09-20 09:43:40,10015,-3.68
185,2018-10-26 03:29:20,10193,12.52
186,2017-03-13 16:34:24,10364,5.42
187,2019-08-05 10:00:58,10178,15.2
188,2016-10-20 03:00:21,10044,30.0
189,2018-07-18 23:57:14,10205,50.47
190,2018-04-05 00:56:26,10226,1.52
191,2018-07-23 16:12:49,10494,66.08
192,2019-10-07 02:38:30,10298,34.5
193,2018-07-06 05:19:19,10098,12.14
194,2017-12-28 14:28:54,10440,29.72
195,2016-08-13 14:10:56,10146,58.72
196,2016-05-22 16:29:20,10292,31.36
197,2016-03-03 14:43:22,10452,62.98
198,2019-09-30 09:52:15,10399,6.74
199,2016-06-03 05:21:03,10290,27.54
200,2019-06-09 03:48:06,10008,37.91
201,2018-04-25 14:14:50,10398,42.87
202,2017-08-15 10:27:20,10346,30.98
203,2016-08-13 08:33:44,10478,22.18
204,2018-08-26 11:53:08,10080,31.51
205,2019-12-30 14:24:53,10006,39.67
206,2018-06-07 19:31:23,10291,72.11
